code,market_type,date,present_value,quant,buy_total,sell_total,market_sum,per,pbr
291660,0,2018-04-30,10240,241570,30095,28246,82,,
291130,0,2018-04-30,10210,896,49282,10213,82,,
530041,0,2018-04-30,11430,0,1039,30000,81,,
117690,0,2018-04-30,17995,1057,20084,20099,81,,
139270,0,2018-04-30,8575,2598,15123,24644,81,,
510002,0,2018-04-30,11500,5,1456,50025,80,,
083370,0,2018-04-30,5060,1,2501,1533,80,16.87,1.01
143460,0,2018-04-30,7995,1000,10031,15009,80,,
145670,0,2018-04-30,7265,5806,20423,22966,80,,
276650,0,2018-04-30,11365,426,41118,50262,80,,
083380,0,2018-04-30,5000,3758,3579,1424,79,16.67,1.0
101280,0,2018-04-30,12795,12791,80134,58965,77,,
291890,0,2018-04-30,9585,1,50008,50010,77,,
550050,0,2018-04-30,10905,0,100,7000,77,,
530042,0,2018-04-30,10795,0,100,30000,76,,
141240,0,2018-04-30,10850,235,15001,14954,76,,
253240,0,2018-04-30,7775,116,200040,199884,75,,
217770,0,2018-04-30,9350,4933,36552,26978,75,,
550038,0,2018-04-30,10630,0,100,7000,74,,
267500,0,2018-04-30,10565,5162,16406,22522,74,,
271060,0,2018-04-30,9810,8680,95562,102283,74,,
261260,0,2018-04-30,12240,38237,57057,75438,73,,
520022,0,2018-04-30,10485,947,957,27053,73,,
26490K,0,2018-04-30,9470,209049,2321,5333,73,7.7,1.04
290130,0,2018-04-30,10440,15,10000,9990,73,,
530043,0,2018-04-30,10345,0,10001,30000,73,,
002995,0,2018-04-30,24900,57816,733,2433,73,9.39,2.24
550040,0,2018-04-30,10335,0,100,7000,73,,
267300,0,2018-04-30,13970,8918,23184,20149,73,,
520023,0,2018-04-30,10345,18,868,27982,72,,
228820,0,2018-04-30,8030,107,10395,10069,72,,
287320,0,2018-04-30,10625,15,20108,20093,72,,
290080,0,2018-04-30,10210,15,15193,15156,71,,
530044,0,2018-04-30,10200,0,100,30000,71,,
131890,0,2018-04-30,14130,43,15010,15216,71,,
520024,0,2018-04-30,10065,3735,5948,24540,70,,
167860,0,2018-04-30,116910,1544,2472,1267,70,,
291680,0,2018-04-30,10010,15,1987,2101,70,,
530048,0,2018-04-30,10045,0,2006,30000,70,,
196220,0,2018-04-30,17505,229,1852,957,70,,
009275,0,2018-04-30,76800,15898,509,792,70,-512.0,25.46
530034,0,2018-04-30,9975,0,2515,30000,70,,
287330,0,2018-04-30,9945,20,20105,20098,70,,
266140,0,2018-04-30,15445,12,13233,13141,70,,
530045,0,2018-04-30,9860,0,100,30000,69,,
530050,0,2018-04-30,9835,1001,1114,29999,69,,
500033,0,2018-04-30,9860,0,100,20000,68,,
550048,0,2018-04-30,9775,0,2218,7000,68,,
211260,0,2018-04-30,34185,20,3001,3006,68,,
284990,0,2018-04-30,10050,32,20115,20103,68,,
530046,0,2018-04-30,9755,0,10000,30000,68,,
550039,0,2018-04-30,9735,0,538,7000,68,,
001745,0,2018-04-30,59500,1514,198,419,68,440.74,6.04
530051,0,2018-04-30,9645,27,100,29973,68,,
510004,0,2018-04-30,9550,6,900,99994,67,,
18064K,0,2018-04-30,12450,6437,3321,7501,67,3.35,0.49
530047,0,2018-04-30,9540,0,100,30000,67,,
189400,0,2018-04-30,13070,956,12446,13621,67,,
530049,0,2018-04-30,9500,28,1004,29972,66,,
550049,0,2018-04-30,9480,0,1006,7000,66,,
181480,0,2018-04-30,66000,143,6004,6060,66,,
256750,0,2018-04-30,8200,6426,27232,22005,66,,
530040,0,2018-04-30,9330,0,407,30000,65,,
232590,0,2018-04-30,5880,14431,32827,30763,65,,
267490,0,2018-04-30,9120,333,15248,15473,64,,
222170,0,2018-04-30,10625,200,20001,19866,64,,
287310,0,2018-04-30,9955,16,20108,20092,64,,
269530,0,2018-04-30,9785,43,50104,50115,64,,
140710,0,2018-04-30,3345,48565,76481,89056,64,,
241390,0,2018-04-30,10525,20,4011,3988,63,,
226380,0,2018-04-30,7875,152,28214,27917,63,,
285020,0,2018-04-30,9775,153,20195,20019,63,,
275750,0,2018-04-30,6245,29477,50736,49002,62,,
014825,0,2018-04-30,23500,297,102,17,62,8.54,1.56
267450,0,2018-04-30,10300,2356,12734,56570,62,,
238670,0,2018-04-30,10240,100,25031,24915,61,,
289670,0,2018-04-30,50875,881,13000,12119,61,,
176710,0,2018-04-30,100530,1,2499,1547,60,,
084695,0,2018-04-30,6600,2333,1985,1712,60,9.44,0.48
236460,0,2018-04-30,10925,611,9108,8631,60,,
244820,0,2018-04-30,10900,312,19991,19821,60,,
185680,0,2018-04-30,21045,277,13841,14055,59,,
099350,0,2018-04-30,1795,32634,9015,4924,59,,
138530,0,2018-04-30,8175,306,10215,10138,59,,
285010,0,2018-04-30,10140,1394,18573,18257,59,,
195970,0,2018-04-30,10890,3286,3506,3172,59,,
261920,0,2018-04-30,14520,824,4611,2118,58,,
140580,0,2018-04-30,11580,24,15007,15014,58,,
267440,0,2018-04-30,9610,368,8832,8845,58,,
091220,0,2018-04-30,9280,3176,19600,18501,58,,
152380,0,2018-04-30,63890,810,8694,3096,58,,
016385,0,2018-04-30,35850,966,612,4713,57,-4.04,3.08
097750,0,2018-04-30,9100,516,19578,20057,57,,
138520,0,2018-04-30,9525,193,10171,11363,57,,
200040,0,2018-04-30,15400,1078,2239,13145,57,,
138910,0,2018-04-30,6300,5394,77020,74608,57,,
005965,0,2018-04-30,25000,32323,789,1651,56,5.47,1.73
222200,0,2018-04-30,10155,7,15002,15042,56,,
001525,0,2018-04-30,8990,447,208,744,56,132.21,2.18
004545,0,2018-04-30,15150,1552,253,1569,55,-25.33,3.06
004565,0,2018-04-30,49850,12483,274,635,55,38.32,2.07
277640,0,2018-04-30,12130,101,20000,19900,55,,
011155,0,2018-04-30,27150,842,368,443,54,213.78,16.33
105010,0,2018-04-30,4150,7730,2719,10492,54,,
222190,0,2018-04-30,9780,748,30000,29330,54,,
510006,0,2018-04-30,7670,664,2924,100109,54,,
200050,0,2018-04-30,10685,2042,8512,12302,54,,
261220,0,2018-04-30,23535,1647,15509,15158,53,,
098560,0,2018-04-30,9415,1021,13716,36166,53,,
280930,0,2018-04-30,10515,1025,49979,49081,53,,
003075,0,2018-04-30,16800,30265,2172,2627,53,25.49,0.92
284980,0,2018-04-30,10365,23,19104,19093,52,,
010145,0,2018-04-30,44500,3063,233,210,51,-58.09,3.2
012205,0,2018-04-30,3540,80857,3361,5742,50,13.88,0.66
220130,0,2018-04-30,4885,0,25148,30331,49,,
256450,0,2018-04-30,8140,0,1565,1574,49,,
280940,0,2018-04-30,9735,15,30000,30374,49,,
139320,0,2018-04-30,7795,916,10148,13053,47,,
004985,0,2018-04-30,6320,372950,11772,3572,46,13.06,0.42
014915,0,2018-04-30,7530,2157,1755,1634,45,-48.9,4.87
261270,0,2018-04-30,11170,1230,29206,31278,45,,
014285,0,2018-04-30,37400,3838,225,759,44,7.79,0.61
001755,0,2018-04-30,8370,143,477,1005,44,22.62,0.41
138920,0,2018-04-30,10905,917,14630,196,44,,
000145,0,2018-04-30,8880,601,1552,1363,42,-14.61,0.39
000545,0,2018-04-30,5380,12040,2105,1586,41,4.11,0.56
090355,0,2018-04-30,8720,2023,312,1870,40,6.06,0.6
000995,0,2018-04-30,35750,2503,256,645,40,14.44,3.39
001065,0,2018-04-30,24350,385,366,234,40,-716.18,1.94
000547,0,2018-04-30,25700,958,999,307,39,19.63,2.66
139240,0,2018-04-30,10245,22602,10750,9326,39,,
004835,0,2018-04-30,2790,14548,17041,3950,39,90.0,0.66
227550,0,2018-04-30,5860,704,11322,14063,39,,
271050,0,2018-04-30,13305,2602,25556,26048,37,,
00781K,0,2018-04-30,4640,344,1136,1747,36,5.43,0.35
139310,0,2018-04-30,5985,1829,10826,8411,36,,
001067,0,2018-04-30,40850,71,238,379,35,-1201.47,3.25
157510,0,2018-04-30,13520,123,9289,6261,35,,
253160,0,2018-04-30,11565,2481,5257,10586,35,,
000325,0,2018-04-30,18000,77,52,629,33,5.69,0.49
002785,0,2018-04-30,3835,59002,7943,5812,33,23.38,7.4
001527,0,2018-04-30,10600,1615,435,741,33,155.88,2.57
001799,0,2018-04-30,24650,64,153,325,32,22.35,0.49
000227,0,2018-04-30,19200,1087,363,1335,32,31.63,1.69
008355,0,2018-04-30,9450,25279,897,3608,29,47.97,7.06
004987,0,2018-04-30,13150,96879,1645,1598,29,27.17,0.87
004989,0,2018-04-30,9880,13422,947,1754,28,20.41,0.66
002787,0,2018-04-30,9130,96845,2754,2813,27,55.67,17.62
001529,0,2018-04-30,24100,2519,28,114,22,354.41,5.83
013367,0,2018-04-30,2615,0,0,0,16,-11.78,1.68
